dx,source,ref
nv,real,ISIC_0029294
nv,real,ISIC_0029295
nv,real,ISIC_0029296
df,real,ISIC_0029297
nv,real,ISIC_0029298
nv,real,ISIC_0029299
nv,real,ISIC_0029300
bkl,real,ISIC_0029302
nv,real,ISIC_0029303
nv,real,ISIC_0029304
nv,real,ISIC_0029305
nv,real,ISIC_0029307
bkl,real,ISIC_0029308
nv,real,ISIC_0029310
nv,real,ISIC_0029312
nv,real,ISIC_0029313
nv,real,ISIC_0029314
mel,real,ISIC_0029316
nv,real,ISIC_0029317
bkl,real,ISIC_0029320
nv,real,ISIC_0029321
nv,real,ISIC_0029322
bcc,real,ISIC_0029323
nv,real,ISIC_0029324
nv,real,ISIC_0029325
nv,real,ISIC_0029326
nv,real,ISIC_0029327
nv,real,ISIC_0029328
bkl,real,ISIC_0029329
nv,real,ISIC_0029333
nv,real,ISIC_0029334
nv,real,ISIC_0029336
bcc,real,ISIC_0029337
nv,real,ISIC_0029338
nv,real,ISIC_0029339
bcc,real,ISIC_0029341
bcc,real,ISIC_0029342
mel,real,ISIC_0029343
bkl,real,ISIC_0029345
nv,real,ISIC_0029346
nv,real,ISIC_0029347
nv,real,ISIC_0029350
nv,real,ISIC_0029357
nv,real,ISIC_0029359
akiec,real,ISIC_0029360
nv,real,ISIC_0029361
akiec,real,ISIC_0029362
mel,real,ISIC_0029363
nv,real,ISIC_0029364
nv,real,ISIC_0029366
nv,real,ISIC_0029368
nv,real,ISIC_0029369
mel,real,ISIC_0029370
akiec,real,ISIC_0029371
nv,real,ISIC_0029373
nv,real,ISIC_0029374
nv,real,ISIC_0029377
nv,real,ISIC_0029380
nv,real,ISIC_0029381
nv,real,ISIC_0029383
bkl,real,ISIC_0029384
nv,real,ISIC_0029386
nv,real,ISIC_0029387
nv,real,ISIC_0029389
nv,real,ISIC_0029390
bcc,real,ISIC_0029391
bcc,real,ISIC_0029392
nv,real,ISIC_0029393
bkl,real,ISIC_0029394
nv,real,ISIC_0029395
bkl,real,ISIC_0029396
mel,real,ISIC_0029397
nv,real,ISIC_0029400
nv,real,ISIC_0029401
nv,real,ISIC_0029402
nv,real,ISIC_0029403
vasc,real,ISIC_0029404
nv,real,ISIC_0029405
bkl,real,ISIC_0029406
nv,real,ISIC_0029409
nv,real,ISIC_0029411
bkl,real,ISIC_0029413
nv,real,ISIC_0029414
nv,real,ISIC_0029415
nv,real,ISIC_0029416
akiec,real,ISIC_0029417
nv,real,ISIC_0029419
bkl,real,ISIC_0029420
nv,real,ISIC_0029422
nv,real,ISIC_0029423
nv,real,ISIC_0029424
bkl,real,ISIC_0029425
bkl,real,ISIC_0029427
nv,real,ISIC_0029429
nv,real,ISIC_0029430
nv,real,ISIC_0029431
nv,real,ISIC_0029432
nv,real,ISIC_0029437
nv,real,ISIC_0029438
nv,real,ISIC_0029440
nv,real,ISIC_0029441
nv,real,ISIC_0029442
bkl,real,ISIC_0029443
nv,real,ISIC_0029444
nv,real,ISIC_0029445
nv,real,ISIC_0029446
nv,real,ISIC_0029447
vasc,real,ISIC_0029448
nv,real,ISIC_0029449
nv,real,ISIC_0029450
nv,real,ISIC_0029452
mel,real,ISIC_0029453
mel,real,ISIC_0029454
bkl,real,ISIC_0029455
nv,real,ISIC_0029456
nv,real,ISIC_0029458
nv,real,ISIC_0029459
akiec,real,ISIC_0029460
nv,real,ISIC_0029461
akiec,real,ISIC_0029462
bkl,real,ISIC_0029464
nv,real,ISIC_0029465
bcc,real,ISIC_0029466
nv,real,ISIC_0029467
nv,real,ISIC_0029468
nv,real,ISIC_0029470
nv,real,ISIC_0029471
mel,real,ISIC_0029473
nv,real,ISIC_0029475
nv,real,ISIC_0029476
nv,real,ISIC_0029477
nv,real,ISIC_0029478
mel,real,ISIC_0029480
nv,real,ISIC_0029482
nv,real,ISIC_0029483
nv,real,ISIC_0029484
vasc,real,ISIC_0029486
nv,real,ISIC_0029487
nv,real,ISIC_0029488
bcc,real,ISIC_0029489
nv,real,ISIC_0029491
nv,real,ISIC_0029492
nv,real,ISIC_0029493
nv,real,ISIC_0029494
mel,real,ISIC_0029495
nv,real,ISIC_0029496
nv,real,ISIC_0029498
akiec,real,ISIC_0029500
bcc,real,ISIC_0029501
mel,real,ISIC_0029502
nv,real,ISIC_0029504
bkl,real,ISIC_0029505
nv,real,ISIC_0029506
nv,real,ISIC_0029507
nv,real,ISIC_0029509
nv,real,ISIC_0029511
mel,real,ISIC_0029513
vasc,real,ISIC_0029514
nv,real,ISIC_0029516
nv,real,ISIC_0029517
bkl,real,ISIC_0029518
bkl,real,ISIC_0029519
nv,real,ISIC_0029520
bkl,real,ISIC_0029522
nv,real,ISIC_0029523
bcc,real,ISIC_0029524
nv,real,ISIC_0029526
bkl,real,ISIC_0029527
nv,real,ISIC_0029528
nv,real,ISIC_0029529
nv,real,ISIC_0029530
nv,real,ISIC_0029532
nv,real,ISIC_0029534
nv,real,ISIC_0029537
mel,real,ISIC_0029538
akiec,real,ISIC_0029541
nv,real,ISIC_0029543
nv,real,ISIC_0029544
bcc,real,ISIC_0029545
akiec,real,ISIC_0029549
nv,real,ISIC_0029550
nv,real,ISIC_0029552
nv,real,ISIC_0029553
bkl,real,ISIC_0029555
bkl,real,ISIC_0029557
bkl,real,ISIC_0029559
nv,real,ISIC_0029560
nv,real,ISIC_0029561
mel,real,ISIC_0029562
akiec,real,ISIC_0029563
bcc,real,ISIC_0029564
nv,real,ISIC_0029565
nv,real,ISIC_0029566
bkl,real,ISIC_0029568
nv,real,ISIC_0029569
mel,real,ISIC_0029570
mel,real,ISIC_0029571
nv,real,ISIC_0029572
akiec,real,ISIC_0029573
mel,real,ISIC_0029575
bkl,real,ISIC_0029576
nv,real,ISIC_0029577
nv,real,ISIC_0029579
nv,real,ISIC_0029581
nv,real,ISIC_0029583
nv,real,ISIC_0029584
bkl,real,ISIC_0029585
nv,real,ISIC_0029586
nv,real,ISIC_0029587
bkl,real,ISIC_0029588
nv,real,ISIC_0029589
nv,real,ISIC_0029592
nv,real,ISIC_0029594
nv,real,ISIC_0029595
bkl,real,ISIC_0029596
nv,real,ISIC_0029597
akiec,real,ISIC_0029598
bkl,real,ISIC_0029600
nv,real,ISIC_0029601
bcc,real,ISIC_0029602
nv,real,ISIC_0029604
nv,real,ISIC_0029605
nv,real,ISIC_0029607
nv,real,ISIC_0029609
akiec,real,ISIC_0029610
bkl,real,ISIC_0029612
bkl,real,ISIC_0029613
nv,real,ISIC_0029614
nv,real,ISIC_0029615
bkl,real,ISIC_0029617
nv,real,ISIC_0029618
nv,real,ISIC_0029619
nv,real,ISIC_0029620
nv,real,ISIC_0029623
nv,real,ISIC_0029626
nv,real,ISIC_0029628
mel,real,ISIC_0029630
nv,real,ISIC_0029633
nv,real,ISIC_0029635
nv,real,ISIC_0029639
nv,real,ISIC_0029640
nv,real,ISIC_0029641
mel,real,ISIC_0029642
nv,real,ISIC_0029643
nv,real,ISIC_0029646
bcc,real,ISIC_0029647
nv,real,ISIC_0029650
mel,real,ISIC_0029651
nv,real,ISIC_0029653
nv,real,ISIC_0029654
bcc,real,ISIC_0029655
nv,real,ISIC_0029656
nv,real,ISIC_0029657
nv,real,ISIC_0029658
akiec,real,ISIC_0029659
nv,real,ISIC_0029662
nv,real,ISIC_0029663
nv,real,ISIC_0029664
nv,real,ISIC_0029665
nv,real,ISIC_0029666
nv,real,ISIC_0029667
nv,real,ISIC_0029668
nv,real,ISIC_0029670
nv,real,ISIC_0029671
nv,real,ISIC_0029672
nv,real,ISIC_0029673
bkl,real,ISIC_0029674
nv,real,ISIC_0029675
nv,real,ISIC_0029677
bkl,real,ISIC_0029678
bcc,real,ISIC_0029680
nv,real,ISIC_0029681
bkl,real,ISIC_0029683
nv,real,ISIC_0029684
nv,real,ISIC_0029685
nv,real,ISIC_0029686
nv,real,ISIC_0029689
nv,real,ISIC_0029695
nv,real,ISIC_0029697
mel,real,ISIC_0029698
nv,real,ISIC_0029699
nv,real,ISIC_0029701
nv,real,ISIC_0029702
mel,real,ISIC_0029705
nv,real,ISIC_0029708
nv,real,ISIC_0029710
nv,real,ISIC_0029712
nv,real,ISIC_0029714
akiec,real,ISIC_0029715
nv,real,ISIC_0029716
nv,real,ISIC_0029717
nv,real,ISIC_0029718
nv,real,ISIC_0029719
nv,real,ISIC_0029721
nv,real,ISIC_0029722
nv,real,ISIC_0029723
nv,real,ISIC_0029724
nv,real,ISIC_0029725
mel,real,ISIC_0029726
nv,real,ISIC_0029727
nv,real,ISIC_0029728
nv,real,ISIC_0029729
nv,real,ISIC_0029730
bkl,real,ISIC_0029731
nv,real,ISIC_0029732
nv,real,ISIC_0029733
nv,real,ISIC_0029734
nv,real,ISIC_0029735
nv,real,ISIC_0029736
nv,real,ISIC_0029738
nv,real,ISIC_0029739
bkl,real,ISIC_0029741
vasc,real,ISIC_0029742
nv,real,ISIC_0029743
nv,real,ISIC_0029746
bcc,real,ISIC_0029747
nv,real,ISIC_0029749
nv,real,ISIC_0029751
nv,real,ISIC_0029753
nv,real,ISIC_0029754
bcc,real,ISIC_0029755
nv,real,ISIC_0029756
nv,real,ISIC_0029758
nv,real,ISIC_0029759
df,real,ISIC_0029760
nv,real,ISIC_0029761
nv,real,ISIC_0029762
nv,real,ISIC_0029763
bkl,real,ISIC_0029764
nv,real,ISIC_0029765
nv,real,ISIC_0029766
nv,real,ISIC_0029767
nv,real,ISIC_0029768
bkl,real,ISIC_0029770
nv,real,ISIC_0029771
nv,real,ISIC_0029774
nv,real,ISIC_0029775
bkl,real,ISIC_0029778
mel,real,ISIC_0029780
akiec,real,ISIC_0029781
nv,real,ISIC_0029782
df,real,ISIC_0029783
nv,real,ISIC_0029784
nv,real,ISIC_0029787
nv,real,ISIC_0029788
bkl,real,ISIC_0029789
bkl,real,ISIC_0029791
bkl,real,ISIC_0029793
nv,real,ISIC_0029794
nv,real,ISIC_0029795
nv,real,ISIC_0029796
nv,real,ISIC_0029797
nv,real,ISIC_0029798
nv,real,ISIC_0029799
nv,real,ISIC_0029800
bkl,real,ISIC_0029802
nv,real,ISIC_0029803
nv,real,ISIC_0029804
nv,real,ISIC_0029806
nv,real,ISIC_0029807
nv,real,ISIC_0029808
bkl,real,ISIC_0029810
akiec,real,ISIC_0029811
nv,real,ISIC_0029812
nv,real,ISIC_0029814
nv,real,ISIC_0029815
nv,real,ISIC_0029816
nv,real,ISIC_0029817
nv,real,ISIC_0029818
mel,real,ISIC_0029819
bcc,real,ISIC_0029820
nv,real,ISIC_0029821
nv,real,ISIC_0029822
bkl,real,ISIC_0029823
df,real,ISIC_0029824
nv,real,ISIC_0029825
akiec,real,ISIC_0029827
nv,real,ISIC_0029828
nv,real,ISIC_0029829
akiec,real,ISIC_0029830
nv,real,ISIC_0029834
bkl,real,ISIC_0029837
nv,real,ISIC_0029838
mel,real,ISIC_0029839
bkl,real,ISIC_0029841
nv,real,ISIC_0029842
nv,real,ISIC_0029844
nv,real,ISIC_0029846
bcc,real,ISIC_0029847
bkl,real,ISIC_0029849
nv,real,ISIC_0029850
nv,real,ISIC_0029852
nv,real,ISIC_0029854
bcc,real,ISIC_0029856
bcc,real,ISIC_0029857
nv,real,ISIC_0029858
mel,real,ISIC_0029859
nv,real,ISIC_0029864
nv,real,ISIC_0029865
nv,real,ISIC_0029866
nv,real,ISIC_0029867
nv,real,ISIC_0029870
nv,real,ISIC_0029871
bkl,real,ISIC_0029872
nv,real,ISIC_0029873
nv,real,ISIC_0029874
nv,real,ISIC_0029875
nv,real,ISIC_0029876
vasc,real,ISIC_0029877
bkl,real,ISIC_0029878
nv,real,ISIC_0029879
nv,real,ISIC_0029881
nv,real,ISIC_0029882
mel,real,ISIC_0029884
mel,real,ISIC_0029885
nv,real,ISIC_0029886
nv,real,ISIC_0029888
vasc,real,ISIC_0029889
nv,real,ISIC_0029890
df,real,ISIC_0029891
nv,real,ISIC_0029892
nv,real,ISIC_0029894
nv,real,ISIC_0029895
nv,real,ISIC_0029896
nv,real,ISIC_0029898
akiec,real,ISIC_0029900
nv,real,ISIC_0029902
nv,real,ISIC_0029903
nv,real,ISIC_0029904
nv,real,ISIC_0029906
nv,real,ISIC_0029908
nv,real,ISIC_0029910
bkl,real,ISIC_0029912
mel,real,ISIC_0029914
nv,real,ISIC_0029916
bcc,real,ISIC_0029917
nv,real,ISIC_0029920
nv,real,ISIC_0029921
nv,real,ISIC_0029923
nv,real,ISIC_0029925
bkl,real,ISIC_0029929
akiec,real,ISIC_0029930
bkl,real,ISIC_0029931
akiec,real,ISIC_0029932
mel,real,ISIC_0029933
nv,real,ISIC_0029934
mel,real,ISIC_0029937
nv,real,ISIC_0029940
nv,real,ISIC_0029941
nv,real,ISIC_0029942
nv,real,ISIC_0029943
nv,real,ISIC_0029944
bkl,real,ISIC_0029947
nv,real,ISIC_0029948
nv,real,ISIC_0029949
nv,real,ISIC_0029950
nv,real,ISIC_0029952
nv,real,ISIC_0029953
nv,real,ISIC_0029954
nv,real,ISIC_0029955
nv,real,ISIC_0029956
nv,real,ISIC_0029957
nv,real,ISIC_0029959
nv,real,ISIC_0029960
df,real,ISIC_0029962
nv,real,ISIC_0029963
nv,real,ISIC_0029965
nv,real,ISIC_0029966
df,real,ISIC_0029967
nv,real,ISIC_0029968
nv,real,ISIC_0029969
nv,real,ISIC_0029970
nv,real,ISIC_0029971
df,real,ISIC_0029973
nv,real,ISIC_0029975
nv,real,ISIC_0029976
nv,real,ISIC_0029978
nv,real,ISIC_0029979
nv,real,ISIC_0029984
nv,real,ISIC_0029985
nv,real,ISIC_0029987
nv,real,ISIC_0029988
nv,real,ISIC_0029989
bkl,real,ISIC_0029991
nv,real,ISIC_0029993
nv,real,ISIC_0029994
mel,real,ISIC_0029995
nv,real,ISIC_0029996
nv,real,ISIC_0029998
nv,real,ISIC_0030000
nv,real,ISIC_0030001
nv,real,ISIC_0030003
nv,real,ISIC_0030004
nv,real,ISIC_0030006
df,real,ISIC_0030011
nv,real,ISIC_0030013
mel,real,ISIC_0030014
nv,real,ISIC_0030016
nv,real,ISIC_0030017
nv,real,ISIC_0030018
nv,real,ISIC_0030019
df,real,ISIC_0030021
nv,real,ISIC_0030022
nv,real,ISIC_0030023
nv,real,ISIC_0030025
bkl,real,ISIC_0030026
nv,real,ISIC_0030027
nv,real,ISIC_0030028
nv,real,ISIC_0030029
nv,real,ISIC_0030030
mel,real,ISIC_0030031
mel,real,ISIC_0030032
nv,real,ISIC_0030033
mel,real,ISIC_0030034
nv,real,ISIC_0030035
nv,real,ISIC_0030037
nv,real,ISIC_0030038
nv,real,ISIC_0030039
nv,real,ISIC_0030040
nv,real,ISIC_0030041
nv,real,ISIC_0030043
nv,real,ISIC_0030045
nv,real,ISIC_0030046
mel,real,ISIC_0030047
nv,real,ISIC_0030049
nv,real,ISIC_0030050
nv,real,ISIC_0030052
nv,real,ISIC_0030053
nv,real,ISIC_0030054
nv,real,ISIC_0030055
nv,real,ISIC_0030057
nv,real,ISIC_0030058
mel,real,ISIC_0030060
nv,real,ISIC_0030061
nv,real,ISIC_0030062
nv,real,ISIC_0030063
nv,real,ISIC_0030064
nv,real,ISIC_0030065
nv,real,ISIC_0030066
bkl,real,ISIC_0030067
nv,real,ISIC_0030068
nv,real,ISIC_0030069
vasc,real,ISIC_0030070
nv,real,ISIC_0030071
nv,real,ISIC_0030073
nv,real,ISIC_0030074
nv,real,ISIC_0030075
nv,real,ISIC_0030077
nv,real,ISIC_0030078
mel,real,ISIC_0030080
bkl,real,ISIC_0030081
nv,real,ISIC_0030086
nv,real,ISIC_0030087
bkl,real,ISIC_0030088
mel,real,ISIC_0030089
nv,real,ISIC_0030090
nv,real,ISIC_0030091
nv,real,ISIC_0030092
bcc,real,ISIC_0030094
bkl,real,ISIC_0030095
bcc,real,ISIC_0030096
nv,real,ISIC_0030097
nv,real,ISIC_0030098
nv,real,ISIC_0030099
nv,real,ISIC_0030101
nv,real,ISIC_0030102
nv,real,ISIC_0030103
vasc,real,ISIC_0030104
bkl,real,ISIC_0030105
mel,real,ISIC_0030106
mel,real,ISIC_0030107
nv,real,ISIC_0030108
nv,real,ISIC_0030109
mel,real,ISIC_0030110
nv,real,ISIC_0030111
nv,real,ISIC_0030113
bcc,real,ISIC_0030114
nv,real,ISIC_0030115
nv,real,ISIC_0030117
bkl,real,ISIC_0030118
nv,real,ISIC_0030121
mel,real,ISIC_0030122
bkl,real,ISIC_0030123
nv,real,ISIC_0030126
nv,real,ISIC_0030127
nv,real,ISIC_0030128
mel,real,ISIC_0030129
bkl,real,ISIC_0030130
nv,real,ISIC_0030131
nv,real,ISIC_0030132
akiec,real,ISIC_0030133
mel,real,ISIC_0030134
nv,real,ISIC_0030135
nv,real,ISIC_0030136
bcc,real,ISIC_0030138
nv,real,ISIC_0030139
nv,real,ISIC_0030140
nv,real,ISIC_0030141
akiec,real,ISIC_0030142
nv,real,ISIC_0030144
bcc,real,ISIC_0030145
nv,real,ISIC_0030146
nv,real,ISIC_0030148
mel,real,ISIC_0030150
nv,real,ISIC_0030151
nv,real,ISIC_0030152
nv,real,ISIC_0030153
nv,real,ISIC_0030156
nv,real,ISIC_0030157
akiec,real,ISIC_0030158
nv,real,ISIC_0030159
bkl,real,ISIC_0030160
nv,real,ISIC_0030161
nv,real,ISIC_0030163
mel,real,ISIC_0030165
nv,real,ISIC_0030166
nv,real,ISIC_0030167
nv,real,ISIC_0030169
nv,real,ISIC_0030170
nv,real,ISIC_0030174
akiec,real,ISIC_0030175
nv,real,ISIC_0030176
nv,real,ISIC_0030178
nv,real,ISIC_0030180
bcc,real,ISIC_0030181
nv,real,ISIC_0030184
nv,real,ISIC_0030185
nv,real,ISIC_0030186
mel,real,ISIC_0030187
bkl,real,ISIC_0030188
bkl,real,ISIC_0030189
akiec,real,ISIC_0030191
nv,real,ISIC_0030194
nv,real,ISIC_0030196
bcc,real,ISIC_0030197
nv,real,ISIC_0030198
nv,real,ISIC_0030199
nv,real,ISIC_0030200
nv,real,ISIC_0030202
bkl,real,ISIC_0030203
nv,real,ISIC_0030204
nv,real,ISIC_0030206
bkl,real,ISIC_0030208
nv,real,ISIC_0030209
mel,real,ISIC_0030211
nv,real,ISIC_0030212
nv,real,ISIC_0030213
nv,real,ISIC_0030215
nv,real,ISIC_0030216
nv,real,ISIC_0030217
nv,real,ISIC_0030218
nv,real,ISIC_0030220
nv,real,ISIC_0030221
nv,real,ISIC_0030222
mel,real,ISIC_0030223
nv,real,ISIC_0030224
nv,real,ISIC_0030225
bkl,real,ISIC_0030226
bkl,real,ISIC_0030227
nv,real,ISIC_0030228
nv,real,ISIC_0030229
bcc,real,ISIC_0030230
bkl,real,ISIC_0030231
nv,real,ISIC_0030232
bcc,real,ISIC_0030233
nv,real,ISIC_0030234
nv,real,ISIC_0030235
nv,real,ISIC_0030236
nv,real,ISIC_0030237
mel,real,ISIC_0030238
nv,real,ISIC_0030239
bkl,real,ISIC_0030240
bkl,real,ISIC_0030241
akiec,real,ISIC_0030242
nv,real,ISIC_0030243
df,real,ISIC_0030244
mel,real,ISIC_0030246
nv,real,ISIC_0030247
bcc,real,ISIC_0030249
nv,real,ISIC_0030250
nv,real,ISIC_0030252
nv,real,ISIC_0030253
mel,real,ISIC_0030255
nv,real,ISIC_0030256
nv,real,ISIC_0030257
nv,real,ISIC_0030259
nv,real,ISIC_0030260
nv,real,ISIC_0030262
nv,real,ISIC_0030263
nv,real,ISIC_0030264
nv,real,ISIC_0030265
nv,real,ISIC_0030266
nv,real,ISIC_0030268
nv,real,ISIC_0030269
nv,real,ISIC_0030270
nv,real,ISIC_0030273
nv,real,ISIC_0030274
vasc,real,ISIC_0030275
bkl,real,ISIC_0030276
nv,real,ISIC_0030278
mel,real,ISIC_0030281
nv,real,ISIC_0030282
vasc,real,ISIC_0030283
nv,real,ISIC_0030284
nv,real,ISIC_0030285
nv,real,ISIC_0030287
nv,real,ISIC_0030290
nv,real,ISIC_0030291
nv,real,ISIC_0030292
nv,real,ISIC_0030293
nv,real,ISIC_0030294
nv,real,ISIC_0030296
akiec,real,ISIC_0030297
nv,real,ISIC_0030298
nv,real,ISIC_0030299
nv,real,ISIC_0030302
nv,real,ISIC_0030303
nv,real,ISIC_0030305
nv,real,ISIC_0030307
nv,real,ISIC_0030308
nv,real,ISIC_0030309
nv,real,ISIC_0030311
nv,real,ISIC_0030312
nv,real,ISIC_0030313
bcc,real,ISIC_0030314
bkl,real,ISIC_0030316
nv,real,ISIC_0030317
bkl,real,ISIC_0030318
bkl,real,ISIC_0030319
nv,real,ISIC_0030320
nv,real,ISIC_0030322
nv,real,ISIC_0030325
nv,real,ISIC_0030327
nv,real,ISIC_0030328
nv,real,ISIC_0030331
nv,real,ISIC_0030332
bcc,real,ISIC_0030335
nv,real,ISIC_0030337
nv,real,ISIC_0030338
bcc,real,ISIC_0030339
akiec,real,ISIC_0030341
nv,real,ISIC_0030343
akiec,real,ISIC_0030344
nv,real,ISIC_0030345
bkl,real,ISIC_0030346
nv,real,ISIC_0030348
bcc,real,ISIC_0030349
nv,real,ISIC_0030351
nv,real,ISIC_0030355
nv,real,ISIC_0030357
nv,real,ISIC_0030358
mel,real,ISIC_0030360
nv,real,ISIC_0030361
nv,real,ISIC_0030362
nv,real,ISIC_0030363
mel,real,ISIC_0030366
nv,real,ISIC_0030367
bkl,real,ISIC_0030369
nv,real,ISIC_0030370
bkl,real,ISIC_0030372
nv,real,ISIC_0030373
akiec,real,ISIC_0030375
bkl,real,ISIC_0030377
nv,real,ISIC_0030378
nv,real,ISIC_0030379
nv,real,ISIC_0030380
mel,real,ISIC_0030382
nv,real,ISIC_0030384
nv,real,ISIC_0030386
nv,real,ISIC_0030388
nv,real,ISIC_0030389
mel,real,ISIC_0030390
mel,real,ISIC_0030391
nv,real,ISIC_0030395
nv,real,ISIC_0030397
nv,real,ISIC_0030399
nv,real,ISIC_0030400
nv,real,ISIC_0030401
nv,real,ISIC_0030402
bcc,real,ISIC_0030403
nv,real,ISIC_0030404
nv,real,ISIC_0030405
nv,real,ISIC_0030406
nv,real,ISIC_0030409
nv,real,ISIC_0030410
nv,real,ISIC_0030411
nv,real,ISIC_0030412
nv,real,ISIC_0030413
nv,real,ISIC_0030414
nv,real,ISIC_0030416
mel,real,ISIC_0030417
nv,real,ISIC_0030420
nv,real,ISIC_0030421
df,real,ISIC_0030427
nv,real,ISIC_0030428
nv,real,ISIC_0030429
nv,real,ISIC_0030431
nv,real,ISIC_0030432
nv,real,ISIC_0030433
nv,real,ISIC_0030434
nv,real,ISIC_0030435
nv,real,ISIC_0030438
nv,real,ISIC_0030439
mel,real,ISIC_0030440
nv,real,ISIC_0030441
nv,real,ISIC_0030444
mel,real,ISIC_0030445
bcc,real,ISIC_0030446
nv,real,ISIC_0030447
nv,real,ISIC_0030449
nv,real,ISIC_0030450
nv,real,ISIC_0030451
nv,real,ISIC_0030454
nv,real,ISIC_0030456
nv,real,ISIC_0030457
bkl,real,ISIC_0030458
nv,real,ISIC_0030460
nv,real,ISIC_0030461
nv,real,ISIC_0030462
akiec,real,ISIC_0030463
nv,real,ISIC_0030464
nv,real,ISIC_0030466
nv,real,ISIC_0030468
nv,real,ISIC_0030469
nv,real,ISIC_0030470
nv,real,ISIC_0030471
nv,real,ISIC_0030472
nv,real,ISIC_0030473
nv,real,ISIC_0030474
nv,real,ISIC_0030475
nv,real,ISIC_0030477
nv,real,ISIC_0030478
nv,real,ISIC_0030479
nv,real,ISIC_0030480
nv,real,ISIC_0030482
nv,real,ISIC_0030483
nv,real,ISIC_0030484
nv,real,ISIC_0030485
mel,real,ISIC_0030486
akiec,real,ISIC_0030487
bkl,real,ISIC_0030488
nv,real,ISIC_0030489
nv,real,ISIC_0030490
akiec,real,ISIC_0030491
nv,real,ISIC_0030495
nv,real,ISIC_0030496
nv,real,ISIC_0030499
mel,real,ISIC_0030501
nv,real,ISIC_0030502
nv,real,ISIC_0030504
nv,real,ISIC_0030505
mel,real,ISIC_0030507
nv,real,ISIC_0030508
bcc,real,ISIC_0030511
mel,real,ISIC_0030512
nv,real,ISIC_0030513
nv,real,ISIC_0030516
nv,real,ISIC_0030520
mel,real,ISIC_0030521
bkl,real,ISIC_0030522
nv,real,ISIC_0030523
nv,real,ISIC_0030524
nv,real,ISIC_0030525
bcc,real,ISIC_0030526
nv,real,ISIC_0030527
bcc,real,ISIC_0030528
nv,real,ISIC_0030529
nv,real,ISIC_0030530
nv,real,ISIC_0030531
nv,real,ISIC_0030532
bkl,real,ISIC_0030533
nv,real,ISIC_0030534
nv,real,ISIC_0030536
nv,real,ISIC_0030537
nv,real,ISIC_0030538
mel,real,ISIC_0030539
nv,real,ISIC_0030540
nv,real,ISIC_0030541
nv,real,ISIC_0030544
nv,real,ISIC_0030546
akiec,real,ISIC_0030549
nv,real,ISIC_0030550
nv,real,ISIC_0030551
df,real,ISIC_0030555
nv,real,ISIC_0030556
nv,real,ISIC_0030557
nv,real,ISIC_0030558
nv,real,ISIC_0030559
nv,real,ISIC_0030560
nv,real,ISIC_0030562
nv,real,ISIC_0030563
mel,real,ISIC_0030564
bkl,real,ISIC_0030565
nv,real,ISIC_0030568
nv,real,ISIC_0030569
nv,real,ISIC_0030571
nv,real,ISIC_0030573
bcc,real,ISIC_0030574
mel,real,ISIC_0030575
nv,real,ISIC_0030576
nv,real,ISIC_0030577
nv,real,ISIC_0030578
df,real,ISIC_0030579
nv,real,ISIC_0030580
nv,real,ISIC_0030582
bkl,real,ISIC_0030583
nv,real,ISIC_0030585
akiec,real,ISIC_0030586
nv,real,ISIC_0030588
nv,real,ISIC_0030589
nv,real,ISIC_0030590
nv,real,ISIC_0030593
bcc,real,ISIC_0030594
nv,real,ISIC_0030596
nv,real,ISIC_0030597
nv,real,ISIC_0030598
nv,real,ISIC_0030599
nv,real,ISIC_0030600
nv,real,ISIC_0030601
nv,real,ISIC_0030603
mel,real,ISIC_0030604
bkl,real,ISIC_0030605
vasc,real,ISIC_0030606
bkl,real,ISIC_0030607
bkl,real,ISIC_0030608
nv,real,ISIC_0030609
nv,real,ISIC_0030610
nv,real,ISIC_0030611
nv,real,ISIC_0030612
nv,real,ISIC_0030613
nv,real,ISIC_0030614
nv,real,ISIC_0030615
nv,real,ISIC_0030618
nv,real,ISIC_0030619
nv,real,ISIC_0030620
nv,real,ISIC_0030621
nv,real,ISIC_0030622
mel,real,ISIC_0030623
nv,real,ISIC_0030625
nv,real,ISIC_0030626
nv,real,ISIC_0030627
nv,real,ISIC_0030628
nv,real,ISIC_0030629
bkl,real,ISIC_0030630
nv,real,ISIC_0030631
nv,real,ISIC_0030634
nv,real,ISIC_0030635
bkl,real,ISIC_0030636
nv,real,ISIC_0030637
nv,real,ISIC_0030638
nv,real,ISIC_0030639
nv,real,ISIC_0030641
bcc,real,ISIC_0030644
nv,real,ISIC_0030645
nv,real,ISIC_0030646
nv,real,ISIC_0030647
nv,real,ISIC_0030648
bkl,real,ISIC_0030649
nv,real,ISIC_0030650
mel,real,ISIC_0030653
nv,real,ISIC_0030654
akiec,real,ISIC_0030655
nv,real,ISIC_0030656
nv,real,ISIC_0030658
nv,real,ISIC_0030660
bkl,real,ISIC_0030661
nv,real,ISIC_0030662
nv,real,ISIC_0030663
nv,real,ISIC_0030664
df,real,ISIC_0030665
nv,real,ISIC_0030669
nv,real,ISIC_0030670
nv,real,ISIC_0030671
nv,real,ISIC_0030672
nv,real,ISIC_0030674
nv,real,ISIC_0030678
nv,real,ISIC_0030679
nv,real,ISIC_0030680
bkl,real,ISIC_0030683
nv,real,ISIC_0030684
bcc,real,ISIC_0030687
nv,real,ISIC_0030688
mel,real,ISIC_0030689
bcc,real,ISIC_0030690
nv,real,ISIC_0030691
nv,real,ISIC_0030693
